NAME	TITLE	SCORE	
ORC1		-0.027861584	
FAM221A		-0.027914204	
METTL22		-0.027919564	
TSPAN12		-0.027965182	
UTP25		-0.027996164	
ZNF408		-0.027996276	
ENSG00000233514		-0.028030656	
CEP57L1P1		-0.028042117	
GPN3		-0.028110247	
CCDC85C		-0.028197242	
PRKCG		-0.028214687	
LOC107986374		-0.028231097	
FAM200A		-0.028231964	
CACYBPP2		-0.028233577	
MRPL57		-0.028278738	
ENSG00000228561		-0.028315173	
MFHAS1		-0.028319195	
NRIP2		-0.028336145	
SCAMP3		-0.02833635	
RAB11FIP4		-0.028362896	
CRYBG3		-0.028367916	
TAT		-0.028380498	
PAPOLA		-0.02839541	
MTCL1		-0.028453942	
BCAT2		-0.02848483	
DNAAF2		-0.028486045	
EXOC3-AS1		-0.028504115	
ENSG00000228286		-0.028557539	
RANP1		-0.028561482	
POLR2L		-0.028622096	
SLC25A20		-0.028645158	
LOC100287290		-0.028688548	
RPL7		-0.028755201	
PELO		-0.028800378	
KRT8P42		-0.028822256	
TH2LCRR		-0.028878089	
PROKR2		-0.02892211	
KDM5C		-0.028926948	
ENSG00000181039		-0.028931111	
RPS29P17		-0.028951285	
CRTAP		-0.029002765	
KDM7A		-0.029037608	
ZNF680		-0.029096179	
CDCA4		-0.029117465	
ENSG00000251615		-0.029138748	
MAD2L1		-0.029162211	
SLC25A15P1		-0.029164921	
FA2H		-0.029168483	
CLPP		-0.02926886	
CACNB1		-0.029284941	
EHBP1-AS1		-0.029346572	
USP7		-0.02936397	
TLE5		-0.029371224	
ZBTB42		-0.029425554	
PIGN		-0.02949375	
DALRD3		-0.029497506	
MELTF-AS1		-0.029536787	
DUSP12		-0.029545445	
GSTZ1		-0.029557696	
ZNF783		-0.0295738	
SPAG9		-0.029575	
MAPRE1P2		-0.029582765	
PCDHGB8P		-0.029590515	
CSPG5		-0.0296434	
YY1AP1		-0.029664524	
UTP20		-0.02972882	
HLA-S		-0.029775811	
TBC1D13		-0.029788509	
CYB561		-0.02986676	
MPRIP		-0.02987731	
CYP27B1		-0.0299154	
RPL8P1		-0.02992338	
ITK		-0.029925713	
WDFY2		-0.02995567	
AGAP9		-0.030003024	
SRP14		-0.030075751	
ING4		-0.030141553	
BRI3		-0.030194394	
SVIL-AS1		-0.030199556	
RB1		-0.0302384	
ATP5MFP2		-0.030260723	
LARS2		-0.030338794	
RIPK4		-0.030363414	
TNKS1BP1		-0.030386016	
ARID3A		-0.030447679	
PSMC3IP		-0.030478287	
NLK		-0.030504785	
OVOL1		-0.03056497	
MCM2		-0.030590009	
ACTN4P1		-0.030669421	
PPM1D		-0.03068975	
FBLN1		-0.030694	
MDN1		-0.030703796	
NUTM2D		-0.030745061	
GNB1L		-0.030747691	
SUPV3L1		-0.030760642	
RPL23		-0.030795466	
RAMACL		-0.030866742	
SLC2A1-DT		-0.03090455	
TMEM14DP		-0.030907597	
ENSG00000226499		-0.030914491	
MPRIPP1		-0.030958991	
ZFAT		-0.030964995	
ATG5		-0.030979428	
ENSG00000242951		-0.03108456	
ARHGAP29		-0.031093523	
PPRC1		-0.031098032	
DNM1L		-0.031112552	
C2orf42		-0.031148268	
HCFC1		-0.031206682	
TARBP2		-0.031214308	
MBTPS1		-0.031240772	
LPAR3		-0.031241711	
ST13P19		-0.031365752	
ERICH1		-0.03147057	
ARID4A		-0.03152991	
ZNF474		-0.031592373	
RYR1		-0.0316252	
VWA8		-0.03162598	
PRNP		-0.03163095	
ZFP92		-0.03166347	
DTYMK		-0.031703554	
RPAP3		-0.03173225	
EEIG2		-0.031764694	
H1-10		-0.031809717	
TRIT1		-0.031890348	
AP4S1		-0.031924333	
PRKAG2-AS2		-0.031941608	
C22orf46P		-0.03197518	
SLC7A10		-0.03206724	
GPAA1		-0.032073677	
ZBTB17		-0.03208066	
BRK1		-0.03209782	
YWHAG		-0.032103106	
MYO5C		-0.03213088	
TMEM230P2		-0.03219303	
TWSG1		-0.032239642	
SUCLA2P1		-0.032246627	
SAXO1		-0.03224848	
CLK3		-0.032255635	
OXR1		-0.032308437	
CAMK1		-0.032315083	
PKP3		-0.03245519	
SNX16		-0.032537986	
HSPB1P2		-0.032541215	
MTHFS		-0.032549635	
ENSG00000245902		-0.032648634	
SEPTIN2P1		-0.032661133	
USP53		-0.032730658	
KLHL18		-0.032734264	
ALG1L9P		-0.03279822	
BTNL9		-0.032810893	
SH3BP5		-0.032855246	
ODC1		-0.0328592	
RBMS1		-0.032864466	
FAM225B		-0.032894354	
SNX2		-0.032897163	
BBLN		-0.0329195	
TBCAP1		-0.03292588	
SLC1A2		-0.032951616	
TLE3		-0.032960564	
ACTR1A		-0.032979034	
SPDL1		-0.03297954	
SNHG16		-0.03305939	
ENSG00000204533		-0.0330887	
TPCN2		-0.033089735	
STUB1		-0.033109367	
AAGAB		-0.033153433	
ZNF137P		-0.033191193	
ATG2B		-0.033191573	
DCBLD2		-0.03319313	
ASPH		-0.03325214	
TPI1P2		-0.033273507	
COMMD4P1		-0.033275235	
ENSG00000252229		-0.033417445	
RAF1		-0.03354501	
BHLHE41		-0.03359165	
ENSG00000238165		-0.033592496	
VDAC1P8		-0.033606794	
TSPAN3		-0.033661444	
ANKAR		-0.033730607	
EPHB4		-0.033738963	
CIMAP3		-0.033834558	
GPRASP2		-0.03384662	
PTGDR2		-0.033994053	
KCNK7		-0.03399436	
DNAH9		-0.034075454	
ENSG00000249473		-0.034127712	
PHAX		-0.03416689	
FCRL5		-0.034232456	
YBX1		-0.03424508	
PEA15		-0.03424835	
CFAP157		-0.03427892	
CRIPT		-0.03428936	
TBCB		-0.034297068	
BBS5		-0.034321405	
FLVCR2		-0.034357868	
CCT6P1		-0.034382287	
EARS2		-0.034409676	
PNCK		-0.034416065	
ENSG00000251023		-0.034443367	
PZP		-0.034459423	
SBF1P2		-0.03446642	
ALPK1		-0.034498792	
ARHGAP39		-0.034516837	
CFAP20		-0.03452561	
CAP1P1		-0.03456023	
NOL11		-0.03466613	
ATF6		-0.034738634	
ANKLE2		-0.03477974	
RPL34		-0.03478561	
ATP5PD		-0.034804057	
LHFPL1		-0.03482361	
KPNB1		-0.03483979	
MTERF1		-0.034842663	
LINC00323		-0.034858074	
UACA		-0.03486711	
XPA		-0.034907967	
ITM2C		-0.034939427	
CNOT11		-0.034944315	
ACTR2P1		-0.03494914	
PPARD		-0.034974582	
GTF2F1		-0.034987133	
EXOC4		-0.035027303	
RBMS2		-0.035135094	
EIF4BP9		-0.03515128	
PGAM1		-0.035158772	
PROX2		-0.035163675	
TADA3		-0.035171103	
ZNF567		-0.03520734	
KRT8		-0.035228193	
PDGFA-DT		-0.035231724	
ZBED4		-0.035254087	
MKKS		-0.035270292	
TFEB		-0.035301078	
WDR53		-0.035386182	
WWC3		-0.035531748	
SLX9		-0.035534654	
PLEKHH3		-0.03553635	
CRLS1		-0.035671484	
XRCC2		-0.03568323	
BBX		-0.035692837	
STK36		-0.035705987	
CDA		-0.035721105	
RNF223		-0.03573107	
CNFN		-0.035756007	
SLIRP		-0.035771597	
WDR12		-0.035805102	
SAP30		-0.035862837	
ENSG00000247886		-0.035870984	
NPFFR2		-0.03593505	
TBC1D25		-0.03594135	
BACE2		-0.03602362	
PARL		-0.036085933	
SF1		-0.036089092	
RASA4B		-0.036118228	
CARS1		-0.036162924	
MMS19		-0.03616488	
RGS2		-0.036177263	
ZNF525		-0.03618768	
MSANTD4		-0.036208984	
PSMD8P1		-0.036231175	
PRKD3		-0.036272075	
ACTR3		-0.03633626	
RAI2		-0.036350653	
ENSG00000226723		-0.036385912	
RAB4B-EGLN2		-0.03639207	
ST3GAL3		-0.036396947	
LYRM9		-0.036402643	
SLC26A11		-0.0364629	
TASP1		-0.036551453	
YWHAQP6		-0.036557958	
MEI1		-0.03657831	
SPIN2B		-0.036580097	
COL26A1		-0.03659719	
RSL1D1		-0.036605775	
ACKR2		-0.036712665	
BIK		-0.036765847	
FBLIM1P1		-0.036786247	
EDC3		-0.036813032	
HIRA		-0.036852624	
KLF16		-0.036901526	
TTLL6		-0.036913455	
OGFR		-0.03691372	
MID1		-0.036921084	
RNF6		-0.036924932	
KLHL10		-0.036969088	
RPS27AP5		-0.0369841	
PAXIP1		-0.037066124	
AMD1		-0.03708995	
GOLGA3		-0.037144493	
SNIP1		-0.03715793	
LYRM1		-0.037159767	
EML3		-0.037188493	
UTP4		-0.037274778	
PTPN14		-0.03734403	
URGCP		-0.03737718	
FAM219A		-0.037437163	
PRR22		-0.03744883	
LARP4		-0.037485484	
IL18R1		-0.037523385	
PURA		-0.03754302	
NLRP7		-0.037569262	
SYCE1L		-0.037591554	
CSTF2T		-0.037715144	
BOLA3P3		-0.037720304	
PHF5A		-0.03779136	
DOK1		-0.03783986	
RAB5A		-0.03786723	
GLRX3P2		-0.03787651	
RPS3AP47		-0.037880298	
GFPT1		-0.037914723	
SCCPDH		-0.03791675	
C3orf18		-0.037983093	
TNFAIP3		-0.038006164	
YWHAZP4		-0.03812272	
LAMA3		-0.038162883	
ENSG00000256433		-0.038176145	
NEDD1		-0.03822009	
CCZ1P1		-0.038221966	
DNAH7		-0.038311064	
ZFAND1		-0.03831117	
RPP40		-0.038316738	
ZC3HAV1L		-0.03832018	
ZNF319		-0.038378093	
SLC49A3		-0.038395822	
PDIA3P2		-0.038416453	
IFT172		-0.038423397	
FRAT1		-0.038443137	
LOC121627959		-0.038489524	
NOL4L		-0.038502134	
MAF		-0.038539294	
RPS20P22		-0.038577385	
NCBP2-AS1		-0.03860348	
NAA60		-0.0386253	
FXR2		-0.03865184	
PHB1P2		-0.03868494	
FUCA1		-0.03875981	
SCRN3		-0.038788084	
PAK2		-0.03880054	
GPBP1L1		-0.038897622	
SF3B6		-0.038913902	
PANX1		-0.039002493	
SBSN		-0.039039236	
S100P		-0.03907061	
SEPTIN11		-0.039100297	
PRR3		-0.03910736	
LOC442041		-0.03916694	
LNCOC1		-0.039185017	
ENSG00000231827		-0.039191432	
NOP56		-0.03919195	
RSL24D1P4		-0.039223827	
ZNF596		-0.039261274	
RDX		-0.039291833	
DNAH6		-0.039369036	
SLC18B1		-0.039402205	
CRTC3		-0.03949158	
CAPRIN2		-0.039521985	
STRN4		-0.039532125	
DTWD2		-0.039605763	
SYT9-AS1		-0.03961556	
ENSG00000232151		-0.039624546	
GPR143		-0.03966089	
CCDC8		-0.039683726	
RILPL2		-0.039710704	
SETMAR		-0.03975088	
ENSG00000090269		-0.039782114	
RAPGEF2		-0.039828833	
BTF3P12		-0.039920572	
NFE2L3		-0.039924275	
MFF-DT		-0.03994025	
PA2G4P1		-0.039944973	
IL4R		-0.039981928	
FBXO9		-0.04016639	
PREP		-0.040198475	
TOP1MT		-0.04023334	
ENSG00000228434		-0.04025374	
TMEM141		-0.040256444	
CLCNKA		-0.04028986	
RPL18P8		-0.04029249	
CLBA1		-0.040386777	
FER		-0.04044198	
HNRNPA1P8		-0.040451687	
CBFB		-0.040460125	
ANKRD36BP1		-0.04047341	
RN7SL608P		-0.04047962	
ADRB1		-0.040611472	
IGIP		-0.040666338	
ENSG00000242959		-0.040670604	
APOBEC3C		-0.0406973	
TTC33		-0.040778793	
SEMA4C		-0.040787943	
ENSG00000249007		-0.04079868	
ENSG00000249762		-0.040887903	
SNTB2		-0.040922206	
C19orf38		-0.041008078	
SEPTIN10P1		-0.041089274	
SMARCAL1		-0.04112345	
PRXL2C		-0.04125909	
CREB3		-0.041345395	
ZNF132		-0.041369557	
NPRL3		-0.04139818	
SMG1P4		-0.0414171	
SCARB1		-0.041437812	
SLC7A9		-0.041450016	
EML6		-0.041467644	
SRC		-0.041536577	
NAA38		-0.04156079	
GGN		-0.041622393	
BCAS2		-0.041665863	
RPL23AP45		-0.041766822	
FAR2P4		-0.041772228	
CSNK1A1P3		-0.041786663	
B3GNT9		-0.041808233	
GET1		-0.041838657	
LIMK1		-0.041893072	
TIPARP		-0.04191148	
MID1IP1-AS1		-0.041926432	
ENSG00000231176		-0.04194087	
MPPED1		-0.042013884	
CA13		-0.042061247	
ELF2P1		-0.042119555	
ZDHHC8BP		-0.042232335	
UFSP2		-0.042256698	
ABCE1		-0.042293195	
DOCK6		-0.042317756	
TENT4B		-0.04245156	
LRIF1		-0.042558257	
SLC37A1		-0.04260102	
TUBGCP4		-0.042629573	
FBLIM1		-0.042641792	
ABL2		-0.042646226	
MINDY2		-0.04265708	
RELB		-0.042676277	
SIN3B		-0.04271863	
VRK2		-0.0428018	
ENSG00000237086		-0.042814117	
CITED2		-0.04283321	
STIP1		-0.04285325	
ITGB5		-0.0429766	
ENSG00000163486		-0.042999625	
CAMKMT		-0.043016285	
TMEM161BP1		-0.04303205	
LINC00571		-0.04308919	
MAPRE3		-0.043106478	
ADAMTS9-AS2		-0.043177404	
ACTR5		-0.04329743	
RPL32		-0.043302797	
ENSG00000256594		-0.043305255	
ENSG00000237680		-0.04334924	
C8orf33		-0.043358613	
ZWINT		-0.043427967	
ENSG00000255627		-0.043431982	
BCR		-0.04351715	
ZNF568		-0.04353602	
PPP5C		-0.04355172	
PNPT1P1		-0.04357238	
FAM177A1		-0.043587115	
IFIT5		-0.04361566	
TMEM64		-0.04368241	
DNAAF5		-0.043798067	
HSFX1		-0.043809094	
ABHD17AP6		-0.04382422	
PPARGC1B		-0.043824274	
MRGBP		-0.04384661	
IFRD1		-0.043855578	
EPS8L1		-0.043881003	
WDR70		-0.043925256	
PSMA4		-0.043951135	
ENSG00000236431		-0.043954674	
CCDC91		-0.043961994	
EOGT		-0.043965284	
CCNB1		-0.043970153	
ENSG00000224448		-0.044095404	
FAM3C		-0.04416862	
KCNJ10		-0.044171903	
SLC35A1		-0.044182368	
CCM2		-0.044375274	
RDH10		-0.044385213	
LINC02355		-0.044535812	
NFAT5		-0.04454753	
GUSBP9		-0.04457076	
BAZ2B-AS1		-0.044578675	
FCF1P2		-0.04459794	
BAIAP2L1		-0.04462852	
GPS2P1		-0.04464217	
GHDC		-0.044672467	
TMEM108		-0.044715874	
NAMPTP1		-0.04472436	
RUFY1		-0.044748884	
ELF2		-0.044788703	
TBK1		-0.04479386	
ENSG00000250552		-0.044801246	
ACTG1P20		-0.04480543	
CCND2P1		-0.04486826	
PTOV1		-0.04488238	
UFC1		-0.04488893	
SLTM		-0.04494441	
TSPAN15		-0.044951018	
UQCC6		-0.045014944	
AAK1		-0.045107864	
GBA1		-0.045156933	
NUDT15		-0.04516414	
OBI1		-0.04520311	
CYP2U1		-0.045212604	
ENSG00000187060		-0.045214675	
ENSG00000215307		-0.04524323	
PKD1L1		-0.04526209	
ARMC5		-0.045268744	
DIP2C		-0.045307808	
ARFGAP3		-0.04535747	
VSTM5		-0.04536467	
RRP36		-0.045418102	
LOC100421465		-0.04542443	
FAN1		-0.045486037	
KDM2B		-0.045498345	
PMM1		-0.045515742	
FCHO2		-0.04562682	
ENSG00000167744		-0.045659117	
AFAP1		-0.045661855	
RPL35P5		-0.045693744	
MRPL40		-0.045782432	
YIF1B		-0.045801084	
IPO7		-0.04583959	
STXBP3		-0.045922678	
TMEM241		-0.04592959	
UPF3A		-0.04594133	
TIMP2		-0.046024896	
APH1B		-0.046025384	
ZNF470		-0.046038933	
LRMDA		-0.046070654	
UQCRFS1P1		-0.046072293	
GPR182		-0.04607368	
ENSG00000214164		-0.04612115	
ENSG00000226900		-0.04615367	
SOD1-DT		-0.04615475	
ZDHHC20P4		-0.046241477	
RNFT1		-0.046245776	
MPEG1		-0.046263598	
TRIP6		-0.046263855	
GLULP3		-0.0463508	
PYROXD1		-0.04640622	
DISP1		-0.046413966	
PAWR		-0.046434924	
BLZF1		-0.046573117	
RHPN2		-0.0465772	
RNF111		-0.04661035	
ENSG00000237868		-0.046613373	
ENSG00000236850		-0.0466687	
CALML4		-0.04680675	
ENSG00000247448		-0.0468609	
ENSG00000165121		-0.046876565	
RCC1		-0.04692766	
HCFC2		-0.046953626	
ENSG00000227242		-0.046967827	
RPTOR		-0.047003217	
ENSG00000236029		-0.04707852	
GCLC		-0.047089566	
DMWD		-0.047138937	
PLCB3		-0.04717135	
RPS27P9		-0.04719902	
PUS3		-0.047220696	
CPEB2		-0.047380105	
ZMYND11		-0.047387306	
ANP32CP		-0.047402993	
PARP3		-0.04741296	
TSR3		-0.047413018	
ENSG00000235398		-0.04742449	
HLTF		-0.047424536	
CHMP4C		-0.047426205	
CDKL2		-0.047431085	
FRG1		-0.047449093	
FKBP4P1		-0.04745918	
VAMP8		-0.047463622	
TCF20		-0.047687292	
MCM8		-0.047691096	
ST8SIA4		-0.047742683	
DDX3X		-0.047762416	
EFR3A		-0.04783018	
RNF149		-0.04783137	
PBRM1		-0.04788074	
GJA3		-0.047927875	
RPL18A		-0.048008412	
GGPS1		-0.048012126	
KIFC3		-0.048016645	
CCDC121		-0.04802774	
FANCE		-0.048089616	
ENSG00000236773		-0.048188344	
MZT2B		-0.048205633	
ANXA9		-0.048219774	
TFR2		-0.048233066	
LOC644456		-0.048318934	
BLOC1S2		-0.048396256	
TRIOBP		-0.04840574	
CFAP69		-0.04840943	
RRM2B		-0.048409685	
PADI2		-0.048411872	
RGS1		-0.048462823	
MBNL1		-0.04847165	
DNAJA1		-0.04847874	
NBN		-0.048588075	
CLCN2		-0.048598766	
FAM220A		-0.048622336	
EIF4G1		-0.048664894	
KLF3-AS1		-0.04869192	
UBFD1		-0.048766937	
WASHC1		-0.0488384	
MPDZ		-0.048845347	
SERF1A		-0.048858624	
ANKRD27		-0.048882656	
GET4		-0.048893735	
TLR1		-0.04904473	
CCDC88A		-0.049141537	
NUB1		-0.04914621	
ENSG00000240984		-0.04915968	
MYL6B		-0.04922122	
ZSWIM9		-0.04926025	
ENSG00000127359		-0.049307708	
MAD2L1BP		-0.04930796	
HPRT1		-0.049331486	
SLA		-0.04940451	
AOC1		-0.04943303	
PEX39		-0.049465977	
NCAPD3		-0.049495857	
ENSG00000243043		-0.04961329	
BZW1		-0.04970978	
STXBP5		-0.049786467	
MCM6		-0.049824152	
NUP50-DT		-0.049840905	
ZNF71		-0.04984681	
ZC2HC1A		-0.04987034	
XPO6		-0.04989995	
PCDH12		-0.04995227	
DBNDD1		-0.049977325	
XRN1		-0.05008031	
PEDS1		-0.05018379	
PGAM4		-0.050191168	
VPS54		-0.050226998	
ZNF766		-0.05024987	
UGDH-AS1		-0.05026518	
ENSG00000230565		-0.050267678	
RBM12B		-0.050273377	
DSTNP2		-0.05028123	
SOS2		-0.05037496	
ENSG00000255768		-0.050588515	
NTRK1		-0.05064257	
UBE3D		-0.050651826	
ENSG00000203813		-0.05070927	
IDS		-0.050748095	
SEMA4B		-0.050755184	
EPB41L4A-AS1		-0.05080605	
TTC5		-0.05087371	
ZYX		-0.050881073	
HNRNPL		-0.050921235	
SHPK		-0.05093443	
GLDCP1		-0.050947387	
BCL7C		-0.050959025	
MYDGF		-0.05105703	
AFAP1L2		-0.05106789	
STAT5A		-0.051112015	
UTP14A		-0.05122158	
BTG1		-0.05125443	
SUV39H1		-0.051302638	
TFE3		-0.05130974	
QTRT2		-0.05133988	
SIRPAP1		-0.051364757	
GEMIN2P2		-0.051416803	
BBS4		-0.05146308	
DHX38		-0.05146751	
MINCR		-0.051471014	
FAM124A		-0.0515054	
SH3GLB2		-0.051520895	
LINC01805		-0.051572423	
ARL5AP2		-0.05162378	
DYRK1B		-0.05163688	
PALM		-0.05174125	
EFHB		-0.05175114	
ENSG00000201838		-0.05179221	
PCYOX1		-0.051918525	
ZNF133		-0.051926665	
PITRM1		-0.05198796	
PPP4R1L		-0.052066505	
GFUS		-0.05212708	
LRRFIP1		-0.052167166	
STXBP4		-0.05217027	
ENSG00000229976		-0.052201226	
SH3BP5L		-0.05221025	
UBE3C		-0.05226278	
GMPSP1		-0.052313764	
NUP58		-0.052315295	
DMXL2		-0.052517734	
TPRG1L		-0.052607235	
KAZN		-0.05264484	
CPSF1		-0.052677374	
DNAJC17		-0.052749902	
ESRRG		-0.05279398	
ST13P4		-0.052832715	
LRRC25		-0.052891042	
SHQ1		-0.052909475	
ENSG00000224410		-0.052919243	
RWDD1		-0.05294833	
PDE8B		-0.05298375	
MRPS36P1		-0.053008832	
LIMS1		-0.053068526	
JAK1		-0.05311873	
NSUN3		-0.053166937	
ABCA7		-0.05316731	
ENSG00000225840		-0.05317587	
SERHL2		-0.053272728	
SLC39A6		-0.053275794	
ZNF441		-0.053309605	
RPL8P4		-0.053336233	
TMEM167B		-0.053366497	
PLGRKT		-0.05341967	
DUT		-0.05349231	
TMEM35B		-0.0535156	
RSBN1		-0.053645138	
ANKRD24		-0.053659864	
SH3BP2		-0.053706795	
SH2D5		-0.053752154	
NDUFAF4		-0.05386627	
TAF12		-0.053887807	
RNH1		-0.053908184	
SLC6A9		-0.05397077	
ARL8BP2		-0.053971943	
ZNF473		-0.053987835	
RBMS3		-0.05398788	
GNPTG		-0.054135684	
NAMPT		-0.05415793	
ATRIP		-0.054215837	
SNRNP25		-0.054228466	
MARS1		-0.054262713	
SPRR1B		-0.054288696	
C3orf33		-0.054302864	
SRSF3P1		-0.05434197	
LRRC8D		-0.054343704	
AKT1S1		-0.054345254	
GPR27		-0.054425564	
SNHG9		-0.05446596	
SLC12A8		-0.054468717	
SBDS		-0.054492388	
SHTN1		-0.054495633	
MCIDAS		-0.054595187	
RHOU		-0.054606494	
FZD8		-0.05461587	
VCL		-0.054633286	
DAND5		-0.0546625	
ZNF529-AS1		-0.054706313	
CTDNEP1P1		-0.05470725	
ZNF487		-0.05472831	
ZKSCAN5		-0.05474593	
DIDO1		-0.054784555	
PNKD		-0.05480889	
ISG20L2P2		-0.054825123	
SMOX		-0.05483013	
OTULIN		-0.054985788	
CTXN1		-0.05502274	
ERP29		-0.05508683	
RPS29P3		-0.055119514	
ALCAM		-0.055190843	
SBNO2		-0.055272944	
ZNF433-AS1		-0.055296414	
SEM1P1		-0.055310562	
H2BC12		-0.05534368	
ENSG00000239801		-0.05536098	
ASB1		-0.055441625	
NINL		-0.055488918	
FAM110A		-0.055502154	
BAIAP2L2		-0.05551924	
PARM1		-0.055555865	
ENSG00000204794		-0.05559497	
NHP2P1		-0.055628367	
GINS1		-0.05565873	
SERPINI1		-0.055662327	
SRBD1		-0.055673543	
SMARCB1		-0.055746246	
SESN2		-0.05582496	
ICE2P1		-0.055831794	
PIGS		-0.05596538	
ENSG00000184779		-0.056136467	
PYCR3		-0.056143	
WEE2		-0.056211486	
ENSG00000255045		-0.056241218	
MYCBP2		-0.056268822	
DNAJC25		-0.0563129	
NOTUM		-0.056359626	
DCAF13		-0.05640946	
RAC1		-0.0565177	
SMIM12		-0.056562446	
ZNF654		-0.056615353	
ADGRG5		-0.05666715	
DUSP3		-0.05667931	
TCTN3		-0.056706343	
POU2AF3		-0.056758914	
CYB5R3		-0.056825284	
RIBC1		-0.05686056	
RPL13		-0.05686813	
VPS37B		-0.056915164	
CFL1P2		-0.056928616	
PPL		-0.05693321	
SLC25A30		-0.05696061	
PPIF		-0.057029873	
GPR156		-0.05706138	
MCM9		-0.0571212	
TRRAP		-0.05714884	
AKAP6		-0.05717947	
DIAPH1		-0.057179805	
RPS19P3		-0.057274535	
PHF5AP5		-0.057294022	
DNMBP		-0.05731813	
BLVRB		-0.05732003	
RPA4		-0.05738382	
CFAP210		-0.05739792	
SEC11C		-0.057420067	
TCTA		-0.057487052	
NUPR1		-0.0575166	
ZNF700		-0.05754181	
MEAF6P1		-0.05755927	
GAPDHP1		-0.05756685	
ENSG00000122497		-0.057690937	
MAMLD1		-0.057721816	
ARHGDIG		-0.057724055	
PLEC		-0.057728752	
SNRPD2		-0.05775695	
HACD3		-0.057773974	
TMEM232		-0.057862982	
ATP5PO		-0.05787873	
ENSG00000239795		-0.057897452	
NDST1		-0.057995487	
FAM241A		-0.05799758	
JMJD4		-0.058003496	
RPS4XP6		-0.05801279	
CNR2		-0.05808871	
SUMO3		-0.058158748	
ANKMY1		-0.058171477	
MKLN1-AS		-0.058191422	
MYL6		-0.058205567	
SERBP1		-0.058249988	
ENSG00000254373		-0.058423407	
RPRD2		-0.05844233	
DDX54		-0.058474533	
MTIF2		-0.05848586	
ENSG00000160967		-0.0585659	
FAM133B		-0.058731135	
ENSG00000254810		-0.058731593	
ENSG00000253415		-0.058861416	
RPL8P3		-0.05891666	
CHML		-0.05892228	
DIRAS1		-0.058995012	
UQCRFS1		-0.058996458	
PTPRS		-0.05904243	
ERP29P1		-0.059063848	
ENSG00000227910		-0.059233535	
DNAJB4		-0.059291597	
ZNF93		-0.059414078	
PTPN2P2		-0.059429757	
PCED1A		-0.059524328	
ZFHX3		-0.05952913	
CTIF		-0.05960591	
MICU2		-0.059638504	
LINC01881		-0.05973001	
SNORA71C		-0.05973417	
ENSG00000251161		-0.05975006	
ENSG00000213514		-0.0598297	
BBS12		-0.05995669	
CASTOR3P		-0.05996434	
TBX19		-0.060155645	
NDUFA3		-0.060250394	
PPP3CC		-0.06028558	
CYCSP10		-0.060341854	
STK16		-0.060361866	
SEL1L3		-0.060513545	
MSANTD2		-0.060589015	
ACVR2B		-0.060589276	
RBX1		-0.060612194	
CHP1P2		-0.06064008	
ZDHHC12		-0.06064828	
WNT10B		-0.060661692	
ANKRD6		-0.060681455	
ENSG00000174196		-0.06070645	
ENSG00000241519		-0.060731042	
TRIM16		-0.060794517	
TRIM32		-0.060796037	
CDK5		-0.060838453	
CALHM6		-0.060882613	
BMPR1A		-0.06096372	
ITM2B		-0.060985554	
MYL12A		-0.060987633	
ENSG00000215024		-0.06106139	
CDR2		-0.061122715	
DOC2A		-0.06113734	
LGI2		-0.061186813	
TMEM201		-0.061220065	
SNX11		-0.061221063	
SRSF2		-0.061425902	
THOP1		-0.061443213	
GRIN3A		-0.061479315	
LINC00467		-0.061582457	
DANCR		-0.061594836	
ENSG00000244997		-0.06159806	
AUP1		-0.061615337	
ORMDL2		-0.061676927	
UPP1		-0.061713785	
OSBPL9P3		-0.06177498	
TMX1P1		-0.06191244	
ATG4C		-0.061951913	
C1QTNF12		-0.061952073	
FOXJ2		-0.06195462	
HS6ST1		-0.061978005	
PTPN12		-0.06209648	
AK2		-0.062107153	
TGM1		-0.062214915	
TRAPPC12		-0.062218577	
ENSG00000236491		-0.06224896	
SMAD9-IT1		-0.062252995	
TRAPPC9		-0.06236798	
TOM1		-0.06237813	
KLHL28		-0.06238668	
LRRC37A2		-0.06238921	
USP8P1		-0.062409457	
LRIG1		-0.062414713	
GOT2P2		-0.06245952	
ENSG00000237940		-0.06264564	
LDHAP7		-0.062650464	
SAMD15		-0.06266324	
LOC100128833		-0.062684424	
AP1S1		-0.062712796	
RPL18AP16		-0.06282076	
MSH3		-0.06282671	
CLDND1		-0.0628366	
EIF5A		-0.06284352	
KRT18P34		-0.062860556	
ENTPD1		-0.062875375	
PIGU		-0.06290019	
AQP9		-0.06294618	
EEF1B2P3		-0.06297503	
RPL34P27		-0.06298364	
ABLIM1		-0.06312439	
DCLRE1C		-0.06315293	
MTMR1		-0.06325964	
ENSG00000233292		-0.063291766	
SCAF11		-0.063293174	
RNF217-AS1		-0.06331052	
LEPR		-0.06331574	
SMAGP		-0.063316025	
ACACB		-0.06332717	
CSNK2B		-0.063339844	
SLC25A1		-0.063372746	
ENSG00000230693		-0.063381545	
ICOSLG		-0.06338329	
NXT2		-0.06338795	
COL6A4P2		-0.063397855	
ENSG00000250568		-0.06340138	
NLRP3		-0.06340476	
RFC2		-0.06347496	
SRSF9		-0.06348156	
TYRO3		-0.063568026	
LINC00299		-0.06357188	
AAMDC		-0.063615054	
AARS2		-0.06364745	
RAD18		-0.06366031	
ING5		-0.06367605	
SETDB2		-0.06380221	
PCIF1		-0.063804	
PTPN11P5		-0.06380681	
RBMX2P5		-0.0638321	
ZNF326		-0.06390494	
